Age,Mileage,SocioEcon,GoodStudent,RiskAversion,OtherCar,VehicleYear,MakeModel,SeniorTrain,HomeBase,AntiTheft,RuggedAuto,Antilock,CarValue,Airbag,DrivingSkill,Theft,Cushioning,DrivQuality,DrivHist,Accident,ThisCarDam,OtherCarCost,MedCost,ILiCost,ThisCarCost,PropCost
Adult,Domino,Prole,False,Normal,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,One,Mild,Mild,Thousand,Thousand,Thousand,TenThou,TenThou
Adolescent,FiftyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Psychopath,True,Current,FamilySedan,False,City,False,Football,False,TenThou,True,Expert,False,Good,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Secure,False,Tank,False,FiveThou,True,SubStandard,False,Excellent,Poor,Many,Mild,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Cautious,False,Older,FamilySedan,False,City,True,Tank,False,FiveThou,False,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,Normal,False,Fair,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,SportsCar,False,Suburb,True,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiveThou,Middle,False,Normal,False,Older,FamilySedan,False,Suburb,False,Tank,False,TenThou,False,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,True,SubStandard,False,Excellent,Poor,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,Domino,UpperMiddle,False,Normal,True,Current,Luxury,False,Rural,True,Football,True,FiftyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Cautious,True,Older,Economy,False,City,True,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Middle,False,Normal,True,Older,SportsCar,False,Secure,False,EggShell,False,TenThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Tank,False,FiveThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Football,False,TenThou,False,SubStandard,False,Good,Poor,Many,Severe,Severe,HundredThou,Thousand,HundredThou,TenThou,Million
Adult,TwentyThou,Wealthy,False,Adventurous,True,Current,SportsCar,False,Secure,True,EggShell,True,TenThou,True,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,True,Adventurous,True,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,True,Normal,False,Excellent,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,False,Cautious,True,Older,FamilySedan,False,Secure,True,Football,False,FiveThou,False,SubStandard,False,Good,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Wealthy,False,Normal,True,Current,FamilySedan,False,Secure,True,Football,False,TwentyThou,True,Normal,False,Excellent,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Cautious,True,Older,SportsCar,False,Secure,True,EggShell,False,FiftyThou,False,SubStandard,False,Fair,Poor,Many,Severe,Severe,TenThou,Million,Thousand,HundredThou,HundredThou
Adult,FiftyThou,Prole,False,Adventurous,True,Older,SportsCar,False,City,False,EggShell,False,TwentyThou,False,Normal,False,Poor,Excellent,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,True,Normal,True,Older,Economy,False,Suburb,False,Football,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Psychopath,False,Current,SportsCar,False,City,False,EggShell,True,TwentyThou,True,Normal,False,Poor,Poor,Many,Moderate,Moderate,Thousand,HundredThou,Thousand,HundredThou,HundredThou
Senior,TwentyThou,Prole,False,Cautious,False,Older,Economy,True,City,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,False,Cautious,True,Current,Luxury,True,Secure,True,EggShell,True,FiftyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Adventurous,True,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,TenThou,TenThou,TenThou,TenThou,HundredThou
Senior,TwentyThou,UpperMiddle,False,Normal,True,Current,FamilySedan,False,Suburb,True,Football,True,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,UpperMiddle,False,Cautious,True,Current,FamilySedan,True,Secure,True,Tank,True,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Normal,True,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Mild,Moderate,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Fair,Excellent,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiveThou,Prole,False,Adventurous,True,Older,FamilySedan,False,City,False,Football,False,TwentyThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,True,Cautious,False,Current,Economy,False,City,True,Football,False,TenThou,True,SubStandard,False,Good,Poor,One,Moderate,Moderate,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Current,Economy,False,Suburb,True,EggShell,False,TenThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,Economy,False,Secure,False,Football,False,TenThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,False,Normal,True,Older,Economy,False,Rural,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,Domino,UpperMiddle,False,Normal,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,SubStandard,False,Excellent,Poor,Many,Severe,Severe,TenThou,Thousand,Thousand,HundredThou,HundredThou
Adult,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Mild,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Normal,True,Older,Economy,False,Suburb,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiveThou,Prole,False,Normal,False,Older,FamilySedan,False,City,False,Tank,False,TenThou,False,Normal,False,Good,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,Prole,False,Normal,True,Older,FamilySedan,False,City,False,Football,False,FiveThou,False,SubStandard,False,Good,Poor,One,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Middle,False,Adventurous,True,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,False,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,False,Football,False,TwentyThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Cautious,True,Older,FamilySedan,False,City,True,Football,False,TenThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiveThou,Prole,False,Adventurous,False,Current,Economy,False,City,False,Football,False,TenThou,True,SubStandard,False,Excellent,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Psychopath,False,Older,FamilySedan,False,Secure,False,Football,False,TenThou,False,Normal,False,Poor,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,TwentyThou,UpperMiddle,False,Cautious,True,Current,Luxury,True,Secure,True,Football,True,FiftyThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,False,Normal,True,Current,SportsCar,False,Rural,True,EggShell,True,TwentyThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,TwentyThou,UpperMiddle,False,Cautious,True,Current,SportsCar,True,Secure,True,EggShell,True,TwentyThou,True,SubStandard,False,Poor,Poor,Zero,Moderate,Moderate,HundredThou,Thousand,Thousand,HundredThou,Million
Adolescent,FiftyThou,UpperMiddle,False,Normal,False,Current,SportsCar,False,Suburb,True,EggShell,True,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Current,Economy,False,Suburb,False,EggShell,False,TenThou,True,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Adventurous,False,Older,FamilySedan,False,City,False,Football,False,TwentyThou,True,SubStandard,False,Excellent,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,False,Normal,True,Current,Luxury,True,Suburb,True,Tank,True,FiftyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Middle,False,Normal,True,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,False,Adventurous,True,Current,SportsCar,False,City,False,EggShell,True,TwentyThou,True,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,TenThou,Thousand,Million,HundredThou,HundredThou
Adult,TwentyThou,Prole,False,Adventurous,True,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,Domino,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,Economy,False,Suburb,True,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Middle,False,Normal,False,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,False,Football,False,TenThou,False,Normal,False,Fair,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Current,SportsCar,False,Secure,True,EggShell,True,TwentyThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Football,False,FiveThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,False,Adventurous,True,Older,SportsCar,False,City,False,EggShell,False,TenThou,False,Normal,False,Fair,Poor,Zero,Mild,Mild,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Adventurous,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Normal,True,Older,FamilySedan,False,City,False,Football,False,FiveThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Cautious,True,Older,SportsCar,False,City,True,EggShell,False,TwentyThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Normal,True,Older,FamilySedan,False,City,False,Football,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,False,Normal,False,Older,FamilySedan,False,Suburb,False,Football,False,TenThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Normal,True,Current,SportsCar,False,Secure,True,EggShell,False,TenThou,True,SubStandard,False,Fair,Poor,One,Severe,Severe,TenThou,TenThou,Thousand,TenThou,HundredThou
Adult,FiftyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,One,Severe,Severe,HundredThou,TenThou,Thousand,TenThou,Million
Senior,FiftyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Football,False,TwentyThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,False,Cautious,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Cautious,True,Older,FamilySedan,False,Secure,True,Tank,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Mild,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,Domino,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,HundredThou,HundredThou,Thousand,TenThou,HundredThou
Adolescent,TwentyThou,UpperMiddle,False,Adventurous,True,Older,FamilySedan,False,City,False,Tank,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Normal,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,TenThou,False,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,TenThou,TenThou,Thousand,TenThou,TenThou
Adult,FiveThou,Prole,False,Adventurous,True,Older,FamilySedan,False,City,False,Tank,False,TwentyThou,False,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Rural,False,Tank,False,FiveThou,False,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Psychopath,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,TenThou,TenThou
Adolescent,TwentyThou,Middle,True,Adventurous,True,Older,FamilySedan,False,Suburb,False,Football,False,TenThou,True,SubStandard,False,Good,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,False,Normal,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Tank,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,False,Cautious,True,Current,Luxury,True,Secure,True,Football,True,FiftyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,False,Normal,True,Older,Luxury,False,Suburb,True,EggShell,True,TwentyThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Adventurous,False,Older,SportsCar,False,City,False,EggShell,False,TenThou,False,SubStandard,False,Fair,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Football,False,FiveThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
